Internalid,Lab processing,Airtable technique,Sample type,Container name
4311,Diag,Microbiology,Body Fluid,Sterile Container
4851,Cerba,Other,Plasma,EDTA Tube
401660,Diag,Non-lab Test,,
7000,Cerba,Other,Serum,Serum Tube
4909,Cerba,Other,Serum,Serum Tube
5974,Cerba,Other,Serum,Serum Tube
5029,Cerba,Other,Serum,Serum Tube
7679,Cerba,Other,Serum,Serum Tube
8197,Cerba,Other,Whole Blood,EDTA Tube
8902,Cerba,Other,Urine,50mL Container
8767,Cerba,Other,Serum,Serum Tube
7295,Cerba,Other,Plasma,EDTA Tube
9089,Cerba,Other,Serum,Serum Tube
4082,Diag,Microbiology,Stool,Stool Container
9283,Cerba,Other,24h Urine,3L Container
7478,Cerba,Other,Whole Blood,EDTA Tube
7765,Cerba,Other,Serum,Serum Tube
398724,Medic,Other,Vaginal Swab,Sterile Swab
25304,Diag,Non-lab Test,,Others
180919,Diag,Non-lab Test,Whole Blood,50mL Container
9383,Cerba,Other,Plasma,Citrate Tube
34140,Diag,Microbiology,"Vaginal Swab,Urethral Swab",Sterile Swab/50mL Container
5371,Pasteur,Other,Serum,Serum Tube
10981,Diag,Non-lab Test,,Others
7685,Cerba,Other,Serum,Serum Tube
7686,Cerba,Other,Serum,Serum Tube
4471,Cerba,Other,Plasma,EDTA Tube
9082,Cerba,Biochemistry,Urine,50mL Container
9885,Cerba,Other,Serum,Serum Tube
6869,Cerba,Other,Serum,Serum Tube
9086,Cerba,Other,24h Urine,3L Container
6603,Cerba,Other,Plasma,EDTA Tube
4933,Cerba,Other,Serum,Serum Tube
7235,Cerba,Other,Serum,Serum Tube
4684,Cerba,Other,Amniotic Fluid,Sterile Container
128225,Diag,Hematology,EDTA Whole Blood,EDTA Tube
5889,Cerba,Other,Serum,Serum Tube
4213,Diag,Microbiology,Throat Swab,Sterile Swab
6613,Cerba,Other,Serum,Serum Tube
9788,Cerba,Other,Serum,Serum Tube
10874,Diag,Non-lab Test,,Others
5086,Cerba,Other,Serum,Serum Tube
5893,Cerba,Other,Serum,Serum Tube
6802,Cerba,Other,Serum,Serum Tube
8794,Cerba,Other,Puncture Fluid,Sterile Container
204595,Diag,Molecular,Cerebrospinal Fluid,Sterile Container
6609,Cerba,Other,Smear,50mL Container
4982,Cerba,Other,Urine,50mL Container
5175,Cerba,Other,Cerebrospinal Fluid,Sterile Container
8171,Cerba,Other,Serum,Serum Tube
6066,Cerba,Other,Serum,Serum Tube
5108,Cerba,Other,Serum,Serum Tube
112312,Diag,Molecular,Cerebrospinal Fluid,Sterile Container
9319,Cerba,Other,Night Urine,50mL Container
1617,Diag,Molecular,Sputum,Sterile Container
10914,Diag,Non-lab Test,,Others
5881,Cerba,Biochemistry,Serum,Serum Tube
76390,Medic,Other,Nasopharynx Sample,ABT VTM  2mL
7887,Diag,Biochemistry,Whole Blood,Heparin Tube
7259,Cerba,Other,Serum,Serum Tube
9671,Cerba,Other,Plasma,EDTA Tube
9690,Cerba,Other,Serum,Serum Tube
7096,Cerba,Other,Serum,Serum Tube
5474,Cerba,Other,Serum,Serum Tube
8071,Cerba,Other,Serum,Serum Tube
34638,Medic,Other,Peritoneal Fluid,Sterile Container
146541,Diag,Electrophoresis (HPLC),EDTA Whole Blood,EDTA Tube
293853,Diag,Microbiology,Throat Swab,Sterile Swab
4765,Cerba,ELISA,Serum,Serum Tube
8870,Cerba,Other,Serum,Serum Tube
4970,Cerba,Other,Serum,Serum Tube
8092,Cerba,Other,Urine,50mL Container
9964,Diag,Microbiology,Pericardial Fluid,Sterile Swab
6875,Cerba,Other,Smear,50mL Container
4596,Cerba,Other,Serum,Serum Tube
3826,Diag,Microbiology,Eye Pus,Sterile Swab
4845,Cerba,Other,Amniotic Fluid,Sterile Container
401459,Diag,Non-lab Test,,
9262,Cerba,Other,Urine,50mL Container
5965,Cerba,Other,Serum,Serum Tube
204131,Diag,Biochemistry,24h Urine,3L Container
7305,Cerba,Other,Serum,Serum Tube
5373,Cerba,Other,Plasma,EDTA Tube
8780,Cerba,Other,Serum,Serum Tube
4476,Cerba,Other,Whole Blood,EDTA Tube
5046,Cerba,Other,Serum,Serum Tube
5376,Cerba,Other,Serum,Serum Tube
7564,Cerba,Other,Serum,Serum Tube
34237,Diag,Microbiology,Peritoneal Fluid,Sterile Container
8467,Cerba,Other,Serum,Serum Tube
7342,Cerba,Other,Serum,Serum Tube
10991,Diag,Non-lab Test,,Others
10979,Diag,Non-lab Test,,Others
8673,Cerba,Other,Serum,Serum Tube
3938,Diag,Microbiology,Nose Pus,Sterile Swab
7894,Cerba,Other,Whole Blood,EDTA Tube
7349,Cerba,Other,Urine,50mL Container
8665,Cerba,Other,Whole Blood,Heparin Tube
4896,Cerba,Other,Bone Marrow,EDTA Tube
4913,Cerba,Other,Puncture Fluid,Sterile Container
9036,Cerba,Other,Serum,Serum Tube
8875,Cerba,Other,Amniotic Fluid,Sterile Container
6975,Cerba,Other,Urine,50mL Container
399596,Diag,Microbiology,Pus Abscess,Sterile Swab
8094,Cerba,Other,Tumoral Tissue,50mL Container
8199,Cerba,Other,Plasma,EDTA Tube
5045,Cerba,Other,Serum,Serum Tube
9022,Cerba,Other,Serum,Serum Tube
204293,Diag,Biochemistry,24h Urine,3L Container
6573,Cerba,Other,Serum,Serum Tube
7880,Cerba,Other,Plasma,Heparin Tube
7994,Cerba,Other,Serum,Serum Tube
8579,Diag,Biochemistry,Others,Others
4680,Cerba,Other,Serum,Serum Tube
399453,Cerba,Other,Others,Others
400950,Cerba,Other,Others,Others
7766,Cerba,Other,Bronchoalveolar Lavage Fluid,Sterile Container
6799,Cerba,Other,Serum,Serum Tube
400686,Diag,Non-lab Test,,
23199,Diag,Non-lab Test,Others,Others
9492,Cerba,Other,Serum,Serum Tube
240396,Gentis,Non-lab Test,Others,Others
8893,Cerba,Other,Serum,Serum Tube
9007,Cerba,Other,Serum,Serum Tube
9034,Cerba,Other,Serum,Serum Tube
8297,Cerba,Other,Serum,Serum Tube
4707,Cerba,Other,Serum,Serum Tube
8983,Cerba,Other,Serum,Serum Tube
5087,Cerba,Other,Whole Blood,EDTA Tube
5028,Cerba,Other,Whole Blood,EDTA Tube
4535,Cerba,Other,Stool,Stool Container
4742,Cerba,Other,Slides,50mL Container
5101,Cerba,Other,Serum,Serum Tube
8496,Cerba,Other,Serum,Serum Tube
8892,Cerba,Other,Serum,Serum Tube
204579,Diag,Non-lab Test,Others,Others
7471,Cerba,Other,Serum,Serum Tube
4920,Cerba,Other,Urine,50mL Container
4238,Diag,Microbiology,"Pus,Pus Abscess,Semen,Body Fluid",Sterile Swab/50mL Container
4491,Cerba,Other,Serum,Serum Tube
8967,Cerba,Other,Serum,Serum Tube
3804,Diag,Microbiology,Body Fluid,Sterile Container
401452,Diag,Non-lab Test,,
6887,Cerba,Other,Whole Blood,Heparin Tube
5892,Cerba,Other,Serum,Serum Tube
4513,Cerba,ELISA,Serum,Serum Tube
146542,Diag,Electrophoresis (HPLC),EDTA Whole Blood,EDTA Tube
4233,Diag,Microbiology,Throat Swab,Sterile Swab
182731,Diag,Home Collection,,
8077,Cerba,Other,Serum,Serum Tube
5065,Cerba,Other,Amniotic Fluid,Sterile Container
6602,Cerba,Other,Serum,Serum Tube
6663,Cerba,Other,Serum,Serum Tube
8186,Cerba,Other,Plasma,Heparin Tube
4523,Cerba,Other,Tissue,50mL Container
401541,Diag,Immunology,Others,Others
11025,Diag,Non-lab Test,,Others
3894,Diag,Microbiology,"Sputum,Bronchoalveolar Lavage Fluid,Bronchial Secretions,Throat Swab",Sterile Container
8185,Cerba,Other,Serum,Serum Tube
4530,Cerba,Other,Whole Blood,EDTA Tube
6189,Diag,Microbiology,Semen,Sterile Container
5001,Cerba,Other,Bone Marrow,EDTA Tube
8289,Cerba,Other,Whole Blood,EDTA Tube
10912,Diag,Non-lab Test,,Others
9291,Cerba,Other,Serum,Serum Tube
9674,Cerba,Other,Serum,Serum Tube
8791,Cerba,Other,Serum,Serum Tube
204215,Diag,Biochemistry,24h Urine,3L Container
7066,Cerba,Other,Serum,Serum Tube
6214,Cerba,Other,Serum,Serum Tube
7001,Cerba,Immunology,Serum,Serum Tube
401413,Diag,Non-lab Test,,
6266,Cerba,Other,Serum,Serum Tube
5278,Cerba,Other,Serum,Serum Tube
7245,Cerba,Other,Serum,Serum Tube
7284,Cerba,Other,Serum,Serum Tube
9682,Cerba,Other,Serum,Serum Tube
84095,Cerba,Other,Serum,Serum Tube
9487,Cerba,Other,Night Urine,50mL Container
6067,Cerba,Other,Serum,Serum Tube
6870,Cerba,Other,Serum,Serum Tube
6627,Cerba,Other,Tumoral Tissue,50mL Container
4096,Diag,Molecular,Cerebrospinal Fluid,Sterile Container
8389,Cerba,Other,Serum,Serum Tube
9041,Cerba,Other,Serum,Serum Tube
7071,Cerba,Other,Urine,50mL Container
6999,Cerba,Other,Serum,Serum Tube
8084,Cerba,Other,Urine,50mL Container
5163,Cerba,Other,Serum,Serum Tube
7299,Cerba,Other,Serum,Serum Tube
4938,Cerba,Molecular,Cerebrospinal Fluid,Sterile Container
8887,Cerba,Other,Serum,Serum Tube
9000,Cerba,Other,Cerebrospinal Fluid,Sterile Container
6364,Cerba,Other,Serum,Serum Tube
5105,Cerba,Other,Serum,Serum Tube
4595,Cerba,Other,Fresh Stool (+4°C),50mL Container
4456,Medic,Immunology,Serum,Serum Tube
9975,Cerba,Other,Serum,Serum Tube
6976,Cerba,Other,Serum,Serum Tube
7363,Cerba,Other,Cerebrospinal Fluid,Sterile Container
4929,Cerba,Other,Urine,50mL Container
5179,Cerba,Other,Serum,Serum Tube
3904,Diag,Molecular,Pleural Fluid,Sterile Container
5765,Cerba,Other,Serum,Serum Tube
8981,Cerba,Other,Serum,Serum Tube
399186,Diag,Non-lab Test,,
5191,Cerba,Other,Serum,Serum Tube
5061,Cerba,Other,Serum,Serum Tube
10885,Diag,Non-lab Test,,Others
131429,Diag,Non-lab Test,,Others
10975,Diag,Non-lab Test,Others,Others
3896,Diag,Microbiology,Pericardial Fluid,Sterile Container
204081,Medic,ELISA,Serum,Serum Tube
8672,Cerba,Other,Whole Blood,EDTA Tube
4387,Cerba,Other,Serum,Serum Tube
9966,Cerba,Other,Plasma,EDTA Tube
240404,Gentis,Other,Others,Others
400179,Cerba,Other,Others,Others
5017,Medic,ELISA,Serum,Serum Tube
5895,Cerba,Other,Serum,Serum Tube
3907,Diag,Molecular,Peritoneal Fluid,Sterile Container
10889,Diag,Non-lab Test,Others,Others
8692,Cerba,Other,Whole Blood,EDTA Tube
4665,Cerba,Other,Lymph Node,Sterile Container
5187,Cerba,Other,Serum,Serum Tube
7211,Cerba,Other,Serum,Serum Tube
4229,Diag,Microbiology,Stool,Stool Container
7690,Cerba,Other,Serum,Serum Tube
7781,Cerba,Other,Serum,Serum Tube
6972,Cerba,Other,Night Urine,50mL Container
6676,Cerba,Other,Serum,Serum Tube
8572,Cerba,Other,Plasma,Citrate Tube
5370,Cerba,Other,Serum,Serum Tube
9032,Cerba,Other,Serum,Serum Tube
9590,Cerba,Other,Fetal Blood,EDTA Tube
4824,Cerba,Other,Serum,Serum Tube
93097,Diag,POCT,"Nasopharynx Sample,Nasal Swab",Rapid Kit
11010,SNIOSH,Non-lab Test,,
8101,Cerba,Other,Urethral Swab,50mL Container
7286,Cerba,Other,Plasma,EDTA Tube
4095,Diag,Microbiology,Body Fluid,Sterile Container
4937,Cerba,Other,Serum,Serum Tube
8470,Cerba,Other,Serum,Serum Tube
5018,Cerba,Other,Serum,Serum Tube
10904,Diag,Home Collection,,Others
9272,Cerba,Other,Serum,Serum Tube
9170,Cerba,Other,Serum,Serum Tube
9380,Cerba,Other,Serum,Serum Tube
8581,Cerba,Other,Puncture Fluid,Sterile Container
4426,Cerba,Other,24h Urine,3L Container
9083,Cerba,Other,Serum,Serum Tube
4874,Medic,Other,Serum,Serum Tube
6070,Cerba,Other,Serum,Serum Tube
7078,Cerba,Other,Plasma,Heparin Tube
24002,Diag,Electrophoresis (HPLC),EDTA Whole Blood,EDTA Tube
9669,Cerba,Other,Serum,Serum Tube
401455,Diag,Non-lab Test,,
6997,Cerba,Other,Serum,Serum Tube
6197,Diag,Microbiology,Pleural Fluid,Sterile Container
70089,Diag,Non-lab Test,,
7094,Cerba,Other,Amniotic Fluid,Sterile Container
8793,Cerba,Other,Whole Blood,EDTA Tube
7005,Cerba,Other,Serum,Serum Tube
8896,Cerba,Other,Serum,Serum Tube
6467,Cerba,Other,Serum,Serum Tube
9077,Cerba,Other,Serum,Serum Tube
400881,Cerba,Other,Others,Others
400855,Cerba,Other,Others,Others
9012,Cerba,Other,Serum,Serum Tube
4908,Cerba,Other,Serum,Serum Tube
8190,Cerba,Other,24h Urine,3L Container
8576,Cerba,Other,Plasma,EDTA Tube
7064,Cerba,Other,Serum,Serum Tube
7676,Cerba,Other,Sputum,Sterile Container
9178,Cerba,Other,Serum,Serum Tube
7913,Cerba,Other,Serum,Serum Tube
1598,Diag,Allergy,Serum,Serum Tube
6212,Cerba,Other,Serum,Serum Tube
9781,Cerba,Other,Serum,Serum Tube
3829,Diag,Microbiology,"Pus,Pus Abscess,Semen,Body Fluid",Sterile Swab/50mL Container
10998,Diag,Non-lab Test,,Others
4200,Diag,Microbiology,Gastric Fluid,Sterile Container
34637,Diag,Microbiology,Peritoneal Fluid,Sterile Container
6568,Cerba,Other,Serum,Serum Tube
6596,Cerba,Other,Serum,Serum Tube
6593,Cerba,Other,Urine,50mL Container
5269,Cerba,Other,Serum,Serum Tube
8976,Cerba,Other,Serum,Serum Tube
128324,Diag,Hematology,Whole Blood,EDTA Tube
6574,Cerba,Other,Serum,Serum Tube
400497,Diag,Non-lab Test,,
6213,Cerba,Other,Serum,Serum Tube
6203,Diag,Microbiology,Skin,Petri Dish
7882,Cerba,Other,Cerebrospinal Fluid,Sterile Container
7776,Cerba,Other,Serum,Serum Tube
41363,Diag,Non-lab Test,,Others
5366,Cerba,Other,Whole Blood,EDTA Tube
6630,Cerba,Other,Sputum,Sterile Container
7098,Cerba,Other,Serum,Serum Tube
9765,Cerba,Other,Serum,Serum Tube
8290,Cerba,Other,Cerebrospinal Fluid,Sterile Container
7862,Cerba,Other,Plasma,Heparin Tube
7238,Cerba,Other,Serum,Serum Tube
8365,Cerba,Other,Serum,Serum Tube
7008,Cerba,Other,Serum,Serum Tube
128026,Diag,Hematology,Whole Blood,EDTA Tube
6464,Cerba,Other,Serum,Serum Tube
4931,Cerba,Other,Bone Marrow,EDTA Tube
5865,Cerba,Other,Serum,Serum Tube
9069,Cerba,Other,Serum,Serum Tube
5202,Cerba,Other,Serum,Serum Tube
4986,Cerba,Other,Urine,50mL Container
6891,Cerba,Other,Serum,Serum Tube
4429,Cerba,Other,Serum,Serum Tube
7904,Cerba,Other,Serum,Serum Tube
7891,Cerba,Other,Serum,Serum Tube
4865,Cerba,Other,Whole Blood,EDTA Tube
73189,Diag,Non-lab Test,,Others
6267,Cerba,Other,Serum,Serum Tube
7271,Cerba,Other,24h Urine,3L Container
7465,Cerba,Other,Serum,Serum Tube
4501,Cerba,Other,Serum,Serum Tube
7782,Cerba,Other,Serum,Serum Tube
7682,Cerba,Other,Serum,Serum Tube
7389,Cerba,Other,Plasma,Heparin Tube
9381,Cerba,Other,Serum,Serum Tube
7239,Cerba,Other,Serum,Serum Tube
400996,Cerba,Other,Others,Others
5273,Cerba,Other,Serum,Serum Tube
8279,Cerba,Other,Serum,Serum Tube
10908,SNIOSH,Non-lab Test,,
4964,Cerba,Other,Serum,Serum Tube
8264,Cerba,Other,Urine,50mL Container
5053,Cerba,Other,Plasma,EDTA Tube
400026,Cerba,Other,Others,Others
5367,Cerba,Other,Serum,Serum Tube
8999,Cerba,Other,Serum,Serum Tube
7579,Cerba,Other,Serum,Serum Tube
6466,Cerba,Other,Serum,Serum Tube
4560,Cerba,Other,Plasma,EDTA Tube
9363,Cerba,Other,Whole Blood,EDTA Tube
72689,Cerba,Other,Others,Others
5037,Cerba,Other,Serum,Serum Tube
9488,Cerba,Other,Whole Blood,EDTA Tube
8095,Cerba,Other,Serum,Serum Tube
9477,Cerba,Other,Serum,Serum Tube
9708,Cerba,Other,Amniotic Fluid,Sterile Container
4492,Cerba,Other,Serum,Serum Tube
8574,Cerba,Other,Bronchoalveolar Lavage Fluid,Sterile Container
6182,Diag,Microbiology,Eye Pus,Sterile Swab
8103,Cerba,Other,Serum,Serum Tube
6981,Cerba,Other,Serum,Serum Tube
10907,Diag,Non-lab Test,Others,Others
400674,Diag,Non-lab Test,,
8680,Cerba,Other,Serum,Serum Tube
9002,Cerba,Other,Serum,Serum Tube
7367,Cerba,Other,Serum,Serum Tube
7871,Cerba,Other,Serum,Serum Tube
6211,Cerba,Other,Serum,Serum Tube
7789,Cerba,Other,Whole Blood,EDTA Tube
8573,Cerba,Other,Bone Marrow,EDTA Tube
9701,Cerba,Other,Serum,Serum Tube
4793,Cerba,Other,Whole Blood,EDTA Tube
6793,Cerba,Other,Serum,Serum Tube
131428,Diag,Home Collection,Others,Others
4618,Cerba,Other,Serum,Serum Tube
9574,Cerba,Other,Urine,50mL Container
181525,Diag,Molecular,"Vaginal Swab,Urethral Swab,Urine",Sterile Swab/50mL Container
9986,Cerba,Other,Serum,Serum Tube
3813,Diag,Microbiology,Urethral Swab,Sterile Swab
6193,Diag,Microbiology,Nasal Swab,Sterile Swab
7873,Cerba,Other,Serum,Serum Tube
4848,Diag,Biochemistry,Plasma,EDTA Tube
58574,Pasteur,Other,Plasma,6mL EDTA Tube
6770,Cerba,Other,Serum,Serum Tube
8587,Cerba,Other,Serum,Serum Tube
1624,Diag,Hematology,EDTA Whole Blood,EDTA Tube
7174,Cerba,Other,Serum,Serum Tube
5071,Cerba,Other,Serum,Serum Tube
5009,Cerba,Other,Serum,Serum Tube
7359,Cerba,Other,Serum,Serum Tube
76490,Medic,Other,Nasopharynx Sample,ABT VTM  2mL
9370,Cerba,Other,Serum,Serum Tube
7073,Cerba,Other,Serum,Serum Tube
7225,Cerba,Other,Whole Blood,EDTA Tube
4817,Cerba,Other,Cerebrospinal Fluid,Sterile Container
5166,Cerba,Other,Urine,50mL Container
7324,Cerba,Other,Serum,Serum Tube
7780,Cerba,Other,Serum,Serum Tube
8881,Cerba,Other,Serum,Serum Tube
9494,Cerba,Other,Serum,Serum Tube
8488,Cerba,Other,Serum,Serum Tube
8397,Cerba,Other,Plasma,EDTA Tube
11019,Diag,Non-lab Test,,Others
401404,Cerba,Other,Others,Others
6575,Cerba,Other,Serum,Serum Tube
7209,Cerba,Other,Whole Blood,EDTA Tube
7195,Cerba,Other,Bone Marrow,EDTA Tube
5013,Cerba,Other,Whole Blood,EDTA Tube
6885,Cerba,Other,Serum,Serum Tube
92497,Diag,Non-lab Test,,Others
5183,Cerba,Molecular,Plasma,EDTA Tube
6664,Cerba,Other,Serum,Serum Tube
8380,Cerba,Other,Whole Blood,EDTA Tube
204127,Diag,Biochemistry,24h Urine,3L Container
7988,Cerba,Other,Serum,Serum Tube
6871,Cerba,Other,Serum,Serum Tube
8895,Cerba,Other,Serum,Serum Tube
4333,Diag,Molecular,Others,Sterile Container
4702,Cerba,Other,Fresh Stool (+4°C),50mL Container
7387,Cerba,Other,Serum,Serum Tube
9700,Cerba,Other,Whole Blood,Heparin Tube
3762,Diag,Microbiology,Eye Pus,Sterile Swab
5190,Cerba,Other,Serum,Serum Tube
3793,Diag,Microbiology,Stool,Stool Container
3841,Diag,Microbiology,Cerebrospinal Fluid,Sterile Container
10888,Diag,Non-lab Test,,Others
3963,Diag,Microbiology,Body Fluid,Sterile Container
6611,Cerba,Other,Serum,Serum Tube
10978,Diag,Non-lab Test,,Others
15088,Diag,Immunology,Others,Others
9301,Cerba,Other,Serum,Serum Tube
401728,Diag,Non-lab Test,,
6776,Cerba,Other,Serum,Serum Tube
171801,Diag,Molecular,Nasopharynx Pooled Sample,ABT VTM  3-5mL
4609,Cerba,Other,Serum,Serum Tube
8277,Cerba,Other,Serum,Serum Tube
56838,Diag,Non-lab Test,,Others
8807,Cerba,Other,Whole Blood,EDTA Tube
201789,Diag,Molecular,"Body Fluid,Urine,Sputum",Sterile Container
8975,Cerba,Other,Serum,Serum Tube
12469,Cerba,Other,Others,Others
206101,Diag,Allergy,Serum,Serum Tube
6262,Diag,Microbiology,Pus Abscess,Sterile Swab
9687,Cerba,Other,Urine,50mL Container
5864,Cerba,Other,Serum,Serum Tube
5886,Cerba,Other,Serum,Serum Tube
4800,Cerba,Other,Urine,50mL Container
8787,Cerba,Other,Serum,Serum Tube
53407,Diag,Non-lab Test,Others,Others
399374,Cerba,Other,Others,Others
4858,Cerba,Other,Serum,Serum Tube
7569,Cerba,Other,Serum,Serum Tube
4544,Cerba,Other,Serum,Serum Tube
7274,Cerba,Other,Serum,Serum Tube
11002,Diag,Non-lab Test,Others,Others
5070,Cerba,Other,Serum,Serum Tube
4197,Diag,Microbiology,Pleural Fluid,Sterile Container
6969,Cerba,Other,Serum,Serum Tube
4889,Diag,Immunology,Serum,Serum Tube
6791,Cerba,Other,Serum,Serum Tube
4965,Cerba,Other,Nasal Swab,Sterile Container
6697,Cerba,Other,Serum,Serum Tube
134834,Case,Other,Whole Blood,EDTA Tube
10894,Diag,Non-lab Test,,
4670,Cerba,Other,Serum,Serum Tube
7265,Cerba,Other,Plasma,EDTA Tube
4284,Diag,Microbiology,Nose Pus,50mL Sterile Container/Swab
7585,Cerba,Other,Serum,Serum Tube
7588,Cerba,Other,Plasma,Heparin Tube
4653,Medic,Other,Serum,Serum Tube
4602,Cerba,Other,Serum,Serum Tube
4790,Cerba,Other,Cerebrospinal Fluid,Sterile Container
5565,Cerba,Other,Serum,Serum Tube
4646,Cerba,Other,Whole Blood,EDTA Tube
200699,Diag,Non-lab Test,,
4625,Cerba,Other,Serum,Serum Tube
4529,Cerba,Immunology,Serum,Serum Tube
10865,Diag,Non-lab Test,Others,Others
7473,Cerba,Biochemistry,Serum,Serum Tube
7867,Cerba,Other,Serum,Serum Tube
8395,Cerba,Microbiology,Urine,50mL Container
5568,Cerba,Other,Serum,Serum Tube
4719,Cerba,Other,Plasma,EDTA Tube
5106,Cerba,Other,Serum,Serum Tube
4469,Cerba,Other,Amniotic Fluid,Sterile Container
7164,Cerba,ELISA,Serum,Serum Tube
7347,Cerba,Other,Plasma,EDTA Tube
6620,Cerba,Other,Serum,Serum Tube
210703,Diag,Maternity,Serum,Serum Tube
10873,Diag,Non-lab Test,,Others
7252,Cerba,Other,Serum,Serum Tube
4860,Cerba,Other,Plasma,EDTA Tube
4575,Cerba,Other,Serum,Serum Tube
7255,Cerba,Other,Urine,50mL Container
9073,Cerba,Other,Amniotic Fluid,Sterile Container
6584,Cerba,Other,Serum,Serum Tube
6984,Cerba,Other,Serum,Serum Tube
56335,Medic,Other,Urine,50mL Container + Preservative
4579,Cerba,Other,Serum,Serum Tube
11009,Diag,Non-lab Test,,Others
4704,Cerba,Other,Amniotic Fluid,Sterile Container
5094,Cerba,Other,Serum,Serum Tube
4466,Cerba,Other,Bone Marrow,EDTA Tube
4511,Cerba,Other,Serum,Serum Tube
6209,Cerba,Other,Serum,Serum Tube
4664,Cerba,Other,24h Urine,3L Container
4177,Diag,Microbiology,Stool,Stool Container
7866,Cerba,Other,Cerebrospinal Fluid,Sterile Container
3914,Diag,Microbiology,"Pus,Pus Abscess,Semen,Body Fluid",Sterile Swab/50mL Container
26511,Diag,Non-lab Test,,
4574,Cerba,Molecular,Serum,Serum Tube
4730,Cerba,Other,Plasma,EDTA Tube
9762,Cerba,Other,Serum,Serum Tube
3807,Diag,Microbiology,Urethral Swab,Sterile Swab
7077,Cerba,Other,Serum,Serum Tube
9166,Cerba,Other,Serum,Serum Tube
12369,Medic,Other,Cerebrospinal Fluid,Sterile Container
4371,Cerba,Other,Serum,Serum Tube
9340,Cerba,Other,Plasma,Heparin Tube
8296,Cerba,Other,Serum,Serum Tube
398314,Cerba,Other,Others,Others
4072,Diag,Microbiology,Cerebrospinal Fluid,Sterile Container
7068,Cerba,Other,Serum,Serum Tube
4206,Diag,Microbiology,Body Fluid,Sterile Container
7772,Cerba,Other,Serum,Serum Tube
9167,Cerba,Other,Amniotic Fluid,Sterile Container
4332,Diag,Microbiology,Ear Pus,50mL Sterile Container/Swab
4209,Diag,Microbiology,Stool,Stool Container
6963,Cerba,Other,Serum,Serum Tube
8974,Cerba,Other,Amniotic Fluid,Sterile Container
7584,Cerba,Other,Serum,Serum Tube
3787,Diag,Microbiology,Urethral Swab,Sterile Swab
9310,Cerba,Other,Urine,50mL Container
8982,Cerba,Other,Serum,Serum Tube
4700,Cerba,Other,Serum,Serum Tube
397908,Cerba,Other,Others,Others
7383,Cerba,Other,Bronchoalveolar Lavage Fluid,Sterile Container
8478,Cerba,Other,Serum,Serum Tube
9767,Cerba,Other,Serum,Serum Tube
5216,Cerba,Other,Whole Blood,EDTA Tube
4751,Cerba,Other,Serum,Serum Tube
4232,Diag,Microbiology,Urethral Swab,Sterile Swab
4857,Cerba,Other,Serum,Serum Tube
44965,Diag,Non-lab Test,,Others
8272,Cerba,Other,Serum,Serum Tube
4735,Cerba,Other,Serum,Serum Tube
9888,Cerba,Other,Urine,50mL Container
9476,Cerba,Other,Plasma,Citrate Tube
9562,Cerba,Other,Serum,Serum Tube
7973,Cerba,Other,Serum,Serum Tube
4613,Medic,Other,Plasma,EDTA Tube
8688,Cerba,Other,Bronchoalveolar Lavage Fluid,Sterile Container
6614,Cerba,Other,Serum,Serum Tube
6185,Cerba,Other,Plasma,EDTA Tube
400655,Cerba,Other,Amniotic Fluid,Sterile Container
6987,Cerba,Other,Serum,Serum Tube
6805,Cerba,Other,Serum,Serum Tube
9390,Cerba,Biochemistry,Serum,Serum Tube
6610,Cerba,Other,Serum,Serum Tube
7566,Cerba,Other,Bronchoalveolar Lavage Fluid,Sterile Container
4603,Cerba,Other,Serum,Serum Tube
4768,Cerba,Other,2nd Morning Urine,50mL Container
8796,Cerba,Other,Serum,Serum Tube
6078,Cerba,Other,Serum,Serum Tube
8662,Cerba,Other,Serum,Serum Tube
3899,Diag,Microbiology,Pleural Fluid,Sterile Container
7977,Cerba,Other,Serum,Serum Tube
7673,Cerba,Other,Serum,Serum Tube
5270,Cerba,Other,Serum,Serum Tube
4005,Diag,Microbiology,"Sputum,Bronchoalveolar Lavage Fluid,Bronchial Secretions,Throat Swab",Sterile Container
9025,Cerba,Other,Serum,Serum Tube
3792,Diag,Microbiology,Body Fluid,Sterile Swab/50mL Container
7004,Cerba,Other,Night Urine,50mL Container
8705,Cerba,Other,Plasma,Citrate Tube
4228,Diag,Microbiology,"Sputum,Bronchoalveolar Lavage Fluid,Bronchial Secretions,Throat Swab",Sterile Container
4949,Cerba,Other,Serum,Serum Tube
5211,Cerba,Other,Serum,Serum Tube
